x (mm),Ic(A),Adjusted x(mm),Ic Calibrated (A),4 Reading Running Avg,3 Reading Running Avg,2 Reading Running Avg,30 % drop line,,,,,,,,,,,,
3633.29,55.18,3089.68,84.02,82.01,84.65,83.15,57.75,,,,,,,,,,,,
3635.29,54.04,3091.68,82.29,80.55,81.34,84.96,57.75,,,,,,,,,,,,
3637.28,57.55,3093.67,87.63,80.27,79.98,80.86,57.75,,,,,,,,,,,,
3639.27,48.66,3095.66,74.09,80.73,77.81,76.15,57.75,,,,,,,,,,,,
3641.26,51.36,3097.65,78.21,84.83,82.94,79.67,57.75,,,,,,,,,,,,
3643.25,53.28,3099.64,81.13,87.24,87.04,85.30,57.75,,,,,,,,,,,,
3645.24,58.76,3101.63,89.47,88.09,89.27,90.00,57.75,,,,,,,,,,,,
3647.23,59.45,3103.62,90.52,86.44,87.63,89.17,57.75,,,,,,,,,,,,
3649.22,57.67,3105.61,87.81,83.25,85.08,86.19,57.75,,,,,,,,,,,,
3651.21,55.53,3107.60,84.56,80.84,81.73,83.71,57.75,,,,,,,,,,,,
3653.21,54.42,3109.60,82.87,78.09,79.61,80.32,57.75,,,,,,,,,,,,
3655.2,51.08,3111.59,77.78,77.11,76.50,77.98,57.75,,,,,,,,,,,,
3657.19,51.34,3113.58,78.18,76.81,76.89,75.85,57.75,,,,,,,,,,,,
3659.18,48.29,3115.57,73.53,76.93,76.35,76.25,57.75,,,,,,,,,,,,
3661.18,51.86,3117.57,78.97,79.57,78.07,77.76,57.75,,,,,,,,,,,,
3663.18,50.28,3119.57,76.56,77.53,79.76,77.62,57.75,,,,,,,,,,,,
3665.18,51.67,3121.57,78.68,78.16,77.85,81.37,57.75,,,,,,,,,,,,
3667.18,55.2,3123.57,84.05,78.59,77.99,77.44,57.75,,,,,,,,,,,,
3669.18,46.51,3125.57,70.82,76.63,76.77,74.96,57.75,,,,,,,,,,,,
3671.18,51.95,3127.57,79.10,78.66,78.56,79.74,57.75,,,,,,,,,,,,
3673.18,52.79,3129.57,80.38,79.33,78.51,78.29,57.75,,,,,,,,,,,,
3675.17,50.04,3131.56,76.20,79.14,78.97,77.57,57.75,,,,,,,,,,,,
3677.17,51.85,3133.56,78.95,78.71,80.12,80.36,57.75,,,,,,,,,,,,
3679.17,53.7,3135.56,81.77,79.82,78.63,80.71,57.75,,,,,,,,,,,,
3681.17,52.31,3137.56,79.65,79.04,79.18,77.06,57.75,,,,,,,,,,,,
3683.17,48.9,3139.56,74.46,78.37,78.84,78.94,57.75,,,,,,,,,,,,
3685.17,54.78,3141.56,83.41,81.59,79.68,81.02,57.75,,,,,,,,,,,,
3687.17,51.64,3143.56,78.63,79.46,80.98,77.81,57.75,,,,,,,,,,,,
3689.17,50.56,3145.56,76.99,79.35,79.74,82.15,57.75,,,,,,,,,,,,
3691.17,57.34,3147.56,87.31,81.96,80.13,81.11,57.75,,,,,,,,,,,,
3693.17,49.2,3149.56,74.92,78.33,80.17,76.55,57.75,,,,,,,,,,,,
3695.17,51.34,3151.56,78.18,78.27,79.46,82.80,57.75,,,,,,,,,,,,
3697.17,57.41,3153.56,87.42,77.82,78.30,80.11,57.75,,,,,,,,,,,,
3699.16,47.81,3155.55,72.80,75.78,74.62,73.74,57.75,,,,,,,,,,,,
3701.16,49.04,3157.55,74.67,77.18,76.77,75.53,57.75,,,,,,,,,,,,
3703.16,50.17,3159.55,76.39,81.43,78.02,77.83,57.75,,,,,,,,,,,,
3705.16,52.05,3161.55,79.26,81.25,83.11,78.83,57.75,,,,,,,,,,,,
3707.16,51.49,3163.55,78.40,83.65,81.92,85.04,57.75,,,,,,,,,,,,
3709.15,60.21,3165.54,91.68,84.18,85.40,83.67,57.75,,,,,,,,,,,,
3711.13,49.69,3167.52,75.66,81.26,81.68,82.26,57.75,,,,,,,,,,,,
3713.1,58.36,3169.49,88.87,82.89,83.13,84.69,57.75,,,,,,,,,,,,
3715.08,52.87,3171.47,80.51,81.42,80.90,80.26,57.75,,,,,,,,,,,,
3717.05,52.55,3173.44,80.02,81.24,81.72,81.09,57.75,,,,,,,,,,,,
3719.03,53.96,3175.42,82.17,82.00,81.65,82.58,57.75,,,,,,,,,,,,
3721,54.5,3177.39,82.99,80.96,81.94,81.39,57.75,,,,,,,,,,,,
3722.98,52.4,3179.37,79.79,80.66,80.29,81.42,57.75,,,,,,,,,,,,
3724.95,54.54,3181.34,83.05,79.43,80.95,80.54,57.75,,,,,,,,,,,,
3726.93,51.24,3183.32,78.02,77.67,78.23,79.90,57.75,,,,,,,,,,,,
3728.9,53.71,3185.29,81.78,78.39,77.55,78.33,57.75,,,,,,,,,,,,
3730.88,49.17,3187.27,74.87,80.15,77.26,75.43,57.75,,,,,,,,,,,,
3732.85,49.9,3189.24,75.98,82.60,81.91,78.45,57.75,,,,,,,,,,,,
3734.83,53.14,3191.22,80.92,83.40,84.80,84.87,57.75,,,,,,,,,,,,
3736.8,58.33,3193.19,88.82,85.74,84.23,86.74,57.75,,,,,,,,,,,,
3738.78,55.6,3195.17,84.66,83.01,84.71,81.93,57.75,,,,,,,,,,,,
3740.75,52.01,3197.14,79.20,81.14,82.46,84.73,57.75,,,,,,,,,,,,
3742.73,59.28,3199.12,90.27,83.43,81.79,84.10,57.75,,,,,,,,,,,,
3744.7,51.18,3201.09,77.93,79.61,81.16,77.55,57.75,,,,,,,,,,,,
3746.68,50.68,3203.07,77.17,78.78,80.17,82.77,57.75,,,,,,,,,,,,
3748.65,58.03,3205.04,88.36,80.67,79.32,81.66,57.75,,,,,,,,,,,,
3750.63,49.23,3207.02,74.96,77.05,78.11,74.80,57.75,,,,,,,,,,,,
3752.6,49.01,3208.99,74.63,77.31,77.75,79.68,57.75,,,,,,,,,,,,
3754.58,55.65,3210.97,84.74,77.71,78.21,79.31,57.75,,,,,,,,,,,,
3756.55,48.52,3212.94,73.88,75.23,75.37,74.94,57.75,,,,,,,,,,,,
3758.53,49.91,3214.92,76.00,78.72,75.68,76.11,57.75,,,,,,,,,,,,
3760.53,50.06,3216.92,76.23,79.80,79.63,75.52,57.75,,,,,,,,,,,,
3762.52,49.13,3218.91,74.81,79.29,81.00,81.33,57.75,,,,,,,,,,,,
3764.52,57.69,3220.91,87.84,80.60,80.79,84.09,57.75,,,,,,,,,,,,
3766.52,52.76,3222.91,80.34,79.24,78.19,77.26,57.75,,,,,,,,,,,,
3768.51,48.72,3224.90,74.19,78.15,78.88,77.12,57.75,,,,,,,,,,,,
3770.51,52.57,3226.90,80.05,80.38,79.46,81.22,57.75,,,,,,,,,,,,
3772.5,54.11,3228.89,82.39,81.48,80.49,79.17,57.75,,,,,,,,,,,,
3774.5,49.88,3230.89,75.95,82.30,81.17,79.54,57.75,,,,,,,,,,,,
3776.5,54.59,3232.89,83.12,87.03,84.42,83.78,57.75,,,,,,,,,,,,
3778.49,55.45,3234.88,84.43,87.81,88.33,85.07,57.75,,,,,,,,,,,,
3780.49,56.28,3236.88,85.70,90.36,88.94,90.27,57.75,,,,,,,,,,,,
3782.48,62.29,3238.87,94.85,90.27,91.91,90.56,57.75,,,,,,,,,,,,
3784.48,56.66,3240.87,86.28,88.73,88.74,90.44,57.75,,,,,,,,,,,,
3786.48,62.13,3242.87,94.61,86.68,89.55,89.97,57.75,,,,,,,,,,,,
3788.47,56.04,3244.86,85.33,81.45,84.04,87.02,57.75,,,,,,,,,,,,
3790.47,58.26,3246.86,88.71,83.33,80.15,83.39,57.75,,,,,,,,,,,,
3792.47,51.27,3248.86,78.07,82.04,81.54,75.87,57.75,,,,,,,,,,,,
3794.46,48.38,3250.85,73.67,83.57,83.36,83.28,57.75,,,,,,,,,,,,
3796.46,61,3252.85,92.88,85.29,86.87,88.20,57.75,,,,,,,,,,,,
3798.45,54.85,3254.84,83.52,82.46,82.75,83.86,57.75,,,,,,,,,,,,
3800.45,55.29,3256.84,84.19,82.35,82.11,82.37,57.75,,,,,,,,,,,,
3802.45,52.9,3258.84,80.55,81.30,81.74,81.07,57.75,,,,,,,,,,,,
3804.44,53.58,3260.83,81.59,83.49,81.55,82.33,57.75,,,,,,,,,,,,
3806.44,54.56,3262.83,83.08,83.92,84.12,81.53,57.75,,,,,,,,,,,,
3808.43,52.53,3264.82,79.99,82.73,84.21,84.65,57.75,,,,,,,,,,,,
3810.43,58.65,3266.82,89.31,84.48,83.64,86.31,57.75,,,,,,,,,,,,
3812.43,54.72,3268.82,83.32,84.19,82.87,80.81,57.75,,,,,,,,,,,,
3814.43,51.42,3270.82,78.30,84.63,84.48,82.64,57.75,,,,,,,,,,,,
3816.43,57.12,3272.82,86.98,85.17,86.74,87.57,57.75,,,,,,,,,,,,
3818.43,57.9,3274.82,88.16,84.13,84.57,86.62,57.75,,,,,,,,,,,,
3820.43,55.87,3276.82,85.07,82.30,82.78,82.77,57.75,,,,,,,,,,,,
3822.43,52.84,3278.82,80.46,81.46,81.38,81.63,57.75,,,,,,,,,,,,
3824.43,54.38,3280.82,82.80,81.23,81.79,81.84,57.75,,,,,,,,,,,,
3826.43,53.11,3282.82,80.87,81.95,80.70,81.28,57.75,,,,,,,,,,,,
3828.43,53.65,3284.82,81.69,83.74,82.31,80.62,57.75,,,,,,,,,,,,
3830.42,52.24,3286.81,79.55,86.11,84.42,82.62,57.75,,,,,,,,,,,,
3832.42,56.28,3288.81,85.70,86.35,88.30,86.86,57.75,,,,,,,,,,,,
3834.42,57.8,3290.81,88.01,84.84,86.57,89.60,57.75,,,,,,,,,,,,
3836.42,59.88,3292.81,91.18,83.73,83.78,85.85,57.75,,,,,,,,,,,,
3838.42,52.88,3294.81,80.52,83.56,81.25,80.08,57.75,,,,,,,,,,,,
3840.42,52.3,3296.81,79.64,83.87,84.58,81.61,57.75,,,,,,,,,,,,
3842.42,54.89,3298.81,83.58,83.45,85.28,87.05,57.75,,,,,,,,,,,,
3844.42,59.44,3300.81,90.51,81.60,83.40,86.12,57.75,,,,,,,,,,,,
3846.42,53.68,3302.81,81.74,80.44,78.63,79.85,57.75,,,,,,,,,,,,
3848.42,51.2,3304.81,77.96,81.02,80.00,77.08,57.75,,,,,,,,,,,,
3850.42,50.04,3306.81,76.20,85.07,82.04,81.02,57.75,,,,,,,,,,,,
3852.42,56.38,3308.81,85.85,86.53,88.03,84.96,57.75,,,,,,,,,,,,
3854.42,55.21,3310.81,84.07,86.32,86.76,89.12,57.75,,,,,,,,,,,,
3856.42,61.84,3312.81,94.16,84.79,87.07,88.10,57.75,,,,,,,,,,,,
3858.41,53.88,3314.80,82.04,83.23,81.66,83.52,57.75,,,,,,,,,,,,
3860.4,55.82,3316.79,85.00,84.45,83.63,81.47,57.75,,,,,,,,,,,,
3862.38,51.19,3318.77,77.95,81.51,84.27,82.94,57.75,,,,,,,,,,,,
3864.37,57.75,3320.76,87.94,86.17,82.69,87.43,57.75,,,,,,,,,,,,
3866.36,57.09,3322.75,86.93,84.08,85.59,80.07,57.75,,,,,,,,,,,,
3868.34,48.08,3324.73,73.21,84.27,83.12,84.91,57.75,,,,,,,,,,,,
3870.33,63.45,3326.72,96.62,85.95,87.96,88.08,57.75,,,,,,,,,,,,
3872.32,52.24,3328.71,79.55,84.43,82.40,83.63,57.75,,,,,,,,,,,,
3874.31,57.61,3330.70,87.72,84.28,86.05,83.82,57.75,,,,,,,,,,,,
3876.29,52.49,3332.68,79.93,82.92,83.13,85.22,57.75,,,,,,,,,,,,
3878.28,59.44,3334.67,90.51,86.63,83.91,84.73,57.75,,,,,,,,,,,,
3880.27,51.85,3336.66,78.95,84.70,85.34,80.61,57.75,,,,,,,,,,,,
3882.25,54.03,3338.64,82.27,86.43,86.61,88.54,57.75,,,,,,,,,,,,
3884.24,62.26,3340.63,94.80,85.57,87.81,88.78,57.75,,,,,,,,,,,,
3886.23,54.35,3342.62,82.76,81.31,82.50,84.32,57.75,,,,,,,,,,,,
3888.21,56.4,3344.60,85.88,79.62,80.83,82.36,57.75,,,,,,,,,,,,
3890.2,51.78,3346.59,78.85,80.19,77.54,78.30,57.75,,,,,,,,,,,,
3892.19,51.06,3348.58,77.75,82.01,80.63,76.88,57.75,,,,,,,,,,,,
3894.17,49.92,3350.56,76.01,84.56,83.43,82.07,57.75,,,,,,,,,,,,
3896.16,57.88,3352.55,88.13,85.40,87.40,87.14,57.75,,,,,,,,,,,,
3898.15,56.57,3354.54,86.14,85.14,84.48,87.04,57.75,,,,,,,,,,,,
3900.13,57.75,3356.52,87.94,83.91,84.81,83.66,57.75,,,,,,,,,,,,
3902.12,52.13,3358.51,79.38,81.76,82.57,83.25,57.75,,,,,,,,,,,,
3904.11,57.21,3360.50,87.11,82.55,82.56,84.17,57.75,,,,,,,,,,,,
3906.09,53.34,3362.48,81.22,80.64,81.03,80.28,57.75,,,,,,,,,,,,
3908.08,52.1,3364.47,79.33,82.33,80.45,80.93,57.75,,,,,,,,,,,,
3910.09,54.2,3366.48,82.53,82.60,83.33,81.01,57.75,,,,,,,,,,,,
3912.09,52.2,3368.48,79.49,82.52,82.62,83.73,57.75,,,,,,,,,,,,
3914.09,57.78,3370.48,87.98,82.60,83.53,84.19,57.75,,,,,,,,,,,,
3916.09,52.8,3372.48,80.40,82.04,80.80,81.30,57.75,,,,,,,,,,,,
3918.1,53.99,3374.49,82.21,80.67,82.58,81.01,57.75,,,,,,,,,,,,
3920.1,52.41,3376.49,79.80,80.20,80.16,82.77,57.75,,,,,,,,,,,,
3922.1,56.3,3378.49,85.73,81.63,80.33,80.33,57.75,,,,,,,,,,,,
3924.1,49.21,3380.49,74.93,81.77,80.26,77.63,57.75,,,,,,,,,,,,
3926.1,52.75,3382.49,80.32,85.78,84.04,82.93,57.75,,,,,,,,,,,,
3928.11,56.17,3384.50,85.53,84.53,87.60,85.90,57.75,,,,,,,,,,,,
3930.11,56.66,3386.50,86.28,83.31,84.20,88.64,57.75,,,,,,,,,,,,
3932.11,59.76,3388.50,91.00,83.64,82.32,83.15,57.75,,,,,,,,,,,,
3934.11,49.46,3390.50,75.31,82.15,81.19,77.99,57.75,,,,,,,,,,,,
3936.12,52.97,3392.51,80.66,84.80,84.43,84.13,57.75,,,,,,,,,,,,
3938.12,57.53,3394.51,87.60,86.42,86.18,86.31,57.75,,,,,,,,,,,,
3940.12,55.84,3396.51,85.03,84.10,86.03,85.47,57.75,,,,,,,,,,,,
3942.12,56.42,3398.51,85.91,83.96,83.79,86.53,57.75,,,,,,,,,,,,
3944.13,57.23,3400.52,87.14,82.68,83.31,82.74,57.75,,,,,,,,,,,,
3946.13,51.44,3402.52,78.33,83.79,81.19,81.40,57.75,,,,,,,,,,,,
3948.13,55.47,3404.52,84.46,85.96,85.61,82.61,57.75,,,,,,,,,,,,
3950.13,53.04,3406.52,80.76,85.79,86.45,86.19,57.75,,,,,,,,,,,,
3952.13,60.16,3408.52,91.61,87.01,87.46,89.30,57.75,,,,,,,,,,,,
3954.14,57.13,3410.53,86.99,86.66,85.48,85.39,57.75,,,,,,,,,,,,
3956.14,55.03,3412.53,83.79,84.69,86.55,84.73,57.75,,,,,,,,,,,,
3958.14,56.26,3414.53,85.67,87.50,84.99,87.92,57.75,,,,,,,,,,,,
3960.12,59.22,3416.51,90.17,87.24,88.11,84.65,57.75,,,,,,,,,,,,
3962.09,51.97,3418.48,79.13,85.07,86.26,87.08,57.75,,,,,,,,,,,,
3964.07,62.41,3420.46,95.03,87.77,87.05,89.82,57.75,,,,,,,,,,,,
3966.05,55.56,3422.44,84.60,86.74,85.35,83.06,57.75,,,,,,,,,,,,
3968.03,53.54,3424.42,81.53,86.32,87.46,85.72,57.75,,,,,,,,,,,,
3970.01,59.05,3426.40,89.92,87.46,87.92,90.43,57.75,,,,,,,,,,,,
3971.98,59.72,3428.37,90.94,86.64,86.64,86.92,57.75,,,,,,,,,,,,
3973.96,54.45,3430.35,82.91,85.96,85.21,84.49,57.75,,,,,,,,,,,,
3975.94,56.52,3432.33,86.06,85.66,86.97,86.36,57.75,,,,,,,,,,,,
3977.92,56.91,3434.31,86.66,85.72,85.53,87.43,57.75,,,,,,,,,,,,
3979.9,57.92,3436.29,88.20,85.00,85.40,84.97,57.75,,,,,,,,,,,,
3981.87,53.68,3438.26,81.74,81.41,83.93,84.01,57.75,,,,,,,,,,,,
3983.85,56.66,3440.24,86.28,80.98,81.30,85.03,57.75,,,,,,,,,,,,
3985.83,55.02,3442.22,83.78,79.21,79.22,78.82,57.75,,,,,,,,,,,,
3987.81,48.5,3444.20,73.85,79.29,77.69,76.93,57.75,,,,,,,,,,,,
3989.79,52.55,3446.18,80.02,81.12,81.10,79.61,57.75,,,,,,,,,,,,
3991.76,52.02,3448.15,79.21,81.44,81.49,81.64,57.75,,,,,,,,,,,,
3993.74,55.21,3450.13,84.07,82.35,82.19,82.63,57.75,,,,,,,,,,,,
3995.72,53.32,3452.11,81.19,84.13,81.78,81.24,57.75,,,,,,,,,,,,
3997.7,53.39,3454.09,81.30,85.22,85.11,82.07,57.75,,,,,,,,,,,,
3999.68,54.41,3456.07,82.85,85.04,86.53,87.02,57.75,,,,,,,,,,,,
4001.65,59.89,3458.04,91.19,84.70,85.76,88.37,57.75,,,,,,,,,,,,
4003.63,56.18,3460.02,85.55,84.42,82.54,83.05,57.75,,,,,,,,,,,,
4005.61,52.9,3462.00,80.55,84.93,84.04,81.03,57.75,,,,,,,,,,,,
4007.59,53.53,3463.98,81.51,84.84,86.39,85.79,57.75,,,,,,,,,,,,
4009.58,59.15,3465.97,90.07,85.82,85.95,88.83,57.75,,,,,,,,,,,,
4011.57,57.53,3467.96,87.60,86.54,84.41,83.89,57.75,,,,,,,,,,,,
4013.57,52.66,3469.96,80.19,88.63,86.19,82.81,57.75,,,,,,,,,,,,
4015.57,56.11,3471.96,85.44,87.94,91.45,89.18,57.75,,,,,,,,,,,,
4017.57,61.03,3473.96,92.93,85.16,88.77,94.45,57.75,,,,,,,,,,,,
4019.57,63.03,3475.96,95.98,81.83,82.58,86.70,57.75,,,,,,,,,,,,
4021.57,50.84,3477.96,77.41,78.96,77.11,75.88,57.75,,,,,,,,,,,,
4023.56,48.82,3479.95,74.34,79.21,79.48,76.97,57.75,,,,,,,,,,,,
4025.56,52.27,3481.95,79.59,83.89,80.83,82.05,57.75,,,,,,,,,,,,
4027.56,55.5,3483.95,84.51,85.19,85.32,81.45,57.75,,,,,,,,,,,,
4029.56,51.48,3485.95,78.39,84.94,85.42,85.73,57.75,,,,,,,,,,,,
4031.56,61.12,3487.95,93.07,86.58,87.13,88.93,57.75,,,,,,,,,,,,
4033.56,55.69,3489.95,84.80,85.87,84.42,84.16,57.75,,,,,,,,,,,,
4035.55,54.85,3491.94,83.52,86.57,86.22,84.24,57.75,,,,,,,,,,,,
4037.55,55.79,3493.94,84.95,87.53,87.59,87.57,57.75,,,,,,,,,,,,
4039.55,59.23,3495.94,90.19,88.37,88.38,88.90,57.75,,,,,,,,,,,,
4041.55,57.54,3497.94,87.62,89.38,87.76,87.48,57.75,,,,,,,,,,,,
4043.55,57.36,3499.94,87.34,89.63,89.96,87.83,57.75,,,,,,,,,,,,
4045.55,58,3501.94,88.32,88.21,90.39,91.27,57.75,,,,,,,,,,,,
4047.54,61.88,3503.93,94.22,87.80,88.17,91.42,57.75,,,,,,,,,,,,
4049.54,58.2,3505.93,88.62,84.60,85.66,85.15,57.75,,,,,,,,,,,,
4051.54,53.64,3507.93,81.68,83.35,83.26,84.18,57.75,,,,,,,,,,,,
4053.54,56.93,3509.93,86.69,84.12,83.91,84.05,57.75,,,,,,,,,,,,
4055.54,53.46,3511.93,81.40,84.72,83.26,82.52,57.75,,,,,,,,,,,,
4057.53,54.93,3513.92,83.64,86.33,85.83,84.19,57.75,,,,,,,,,,,,
4059.53,55.65,3515.92,84.74,85.29,87.22,86.92,57.75,,,,,,,,,,,,
4061.53,58.52,3517.92,89.11,86.59,85.47,88.46,57.75,,,,,,,,,,,,
4063.53,57.67,3519.92,87.81,84.77,85.75,83.66,57.75,,,,,,,,,,,,
4065.53,52.21,3521.92,79.50,84.82,83.75,84.72,57.75,,,,,,,,,,,,
4067.53,59.07,3523.92,89.95,84.45,86.60,85.87,57.75,,,,,,,,,,,,
4069.53,53.72,3525.92,81.80,83.51,82.62,84.92,57.75,,,,,,,,,,,,
4071.53,57.82,3527.92,88.04,83.15,84.08,83.03,57.75,,,,,,,,,,,,
4073.53,51.23,3529.92,78.01,84.00,81.53,82.10,57.75,,,,,,,,,,,,
4075.53,56.6,3531.92,86.19,86.49,86.00,83.28,57.75,,,,,,,,,,,,
4077.53,52.79,3533.92,80.38,86.99,86.59,85.91,57.75,,,,,,,,,,,,
4079.53,60.05,3535.92,91.44,87.43,89.19,89.69,57.75,,,,,,,,,,,,
4081.53,57.76,3537.92,87.95,88.35,86.09,88.07,57.75,,,,,,,,,,,,
4083.53,57.91,3539.92,88.18,87.22,88.49,85.16,57.75,,,,,,,,,,,,
4085.52,53.95,3541.91,82.15,87.03,86.91,88.64,57.75,,,,,,,,,,,,
4087.52,62.48,3543.91,95.14,86.15,88.66,89.28,57.75,,,,,,,,,,,,
4089.52,54.79,3545.91,83.43,82.99,83.16,85.42,57.75,,,,,,,,,,,,
4091.52,57.41,3547.91,87.42,83.11,82.85,83.03,57.75,,,,,,,,,,,,
4093.52,51.64,3549.91,78.63,81.42,81.68,80.56,57.75,,,,,,,,,,,,
4095.52,54.17,3551.91,82.48,82.80,82.35,83.20,57.75,,,,,,,,,,,,
4097.52,55.11,3553.91,83.92,88.29,82.91,82.28,57.75,,,,,,,,,,,,
4099.52,52.96,3555.91,80.64,86.38,89.75,82.41,57.75,,,,,,,,,,,,
4101.52,55.28,3557.91,84.18,89.22,88.29,94.31,57.75,,,,,,,,,,,,
4103.52,68.59,3559.91,104.44,87.35,90.90,90.35,57.75,,,,,,,,,,,,
4105.52,50.08,3561.91,76.26,81.58,81.65,84.12,57.75,,,,,,,,,,,,
4107.51,60.41,3563.90,91.99,83.61,83.35,84.35,57.75,,,,,,,,,,,,
4109.5,50.38,3565.89,76.71,82.03,80.81,79.03,57.75,,,,,,,,,,,,
4111.48,53.42,3567.87,81.34,82.79,83.80,82.87,57.75,,,,,,,,,,,,
4113.46,55.42,3569.85,84.39,84.93,83.28,85.04,57.75,,,,,,,,,,,,
4115.44,56.27,3571.83,85.68,85.64,85.10,82.72,57.75,,,,,,,,,,,,
4117.42,52.38,3573.81,79.76,87.38,85.63,84.81,57.75,,,,,,,,,,,,
4119.4,59.02,3575.79,89.87,89.49,89.92,88.56,57.75,,,,,,,,,,,,
4121.38,57.3,3577.77,87.25,90.07,89.36,89.95,57.75,,,,,,,,,,,,
4123.37,60.84,3579.76,92.64,91.64,91.01,90.42,57.75,,,,,,,,,,,,
4125.35,57.92,3581.74,88.20,90.07,91.30,90.20,57.75,,,,,,,,,,,,
4127.33,60.55,3583.72,92.20,89.04,90.70,92.85,57.75,,,,,,,,,,,,
4129.31,61.41,3585.70,93.51,89.02,87.99,89.95,57.75,,,,,,,,,,,,
4131.29,56.73,3587.68,86.38,88.47,87.52,85.23,57.75,,,,,,,,,,,,
4133.27,55.21,3589.66,84.07,84.80,89.16,88.09,57.75,,,,,,,,,,,,
4135.25,60.49,3591.64,92.11,85.66,85.04,91.70,57.75,,,,,,,,,,,,
4137.24,59.96,3593.63,91.30,86.11,83.51,81.51,57.75,,,,,,,,,,,,
4139.22,47.1,3595.61,71.72,83.32,84.38,79.61,57.75,,,,,,,,,,,,
4141.2,57.47,3597.59,87.51,91.63,87.18,90.72,57.75,,,,,,,,,,,,
4143.18,61.68,3599.57,93.92,92.69,93.00,87.02,57.75,,,,,,,,,,,,
4145.16,52.62,3601.55,80.12,93.36,92.28,92.54,57.75,,,,,,,,,,,,
4147.14,68.93,3603.53,104.96,93.49,97.77,98.35,57.75,,,,,,,,,,,,
4149.12,60.25,3605.51,91.74,87.34,89.66,94.17,57.75,,,,,,,,,,,,
4151.11,63.44,3607.50,96.60,84.34,85.87,88.62,57.75,,,,,,,,,,,,
4153.09,52.96,3609.48,80.64,84.46,80.26,80.51,57.75,,,,,,,,,,,,
4155.07,52.78,3611.46,80.37,84.33,85.73,80.06,57.75,,,,,,,,,,,,
4157.06,52.38,3613.45,79.76,85.13,85.65,88.41,57.75,,,,,,,,,,,,
4159.07,63.74,3615.46,97.06,85.15,86.92,88.60,57.75,,,,,,,,,,,,
4161.08,52.63,3617.47,80.14,80.96,81.18,81.85,57.75,,,,,,,,,,,,
4163.09,54.87,3619.48,83.55,83.43,81.24,81.70,57.75,,,,,,,,,,,,
4165.1,52.44,3621.49,79.85,86.36,83.38,80.08,57.75,,,,,,,,,,,,
4167.11,52.74,3623.50,80.31,89.08,88.53,85.15,57.75,,,,,,,,,,,,
4169.12,59.1,3625.51,89.99,92.16,92.01,92.64,57.75,,,,,,,,,,,,
4171.13,62.58,3627.52,95.29,90.54,92.88,93.01,57.75,,,,,,,,,,,,
4173.15,59.59,3629.54,90.74,88.62,88.96,91.67,57.75,,,,,,,,,,,,
4175.16,60.82,3631.55,92.61,86.56,87.92,88.07,57.75,,,,,,,,,,,,
4177.17,54.86,3633.56,83.54,85.45,84.55,85.57,57.75,,,,,,,,,,,,
4179.18,57.53,3635.57,87.60,86.50,86.08,85.05,57.75,,,,,,,,,,,,
4181.19,54.18,3637.58,82.50,86.28,86.13,85.32,57.75,,,,,,,,,,,,
4183.2,57.89,3639.59,88.15,86.33,87.55,87.95,57.75,,,,,,,,,,,,
4185.21,57.63,3641.60,87.75,86.40,85.73,87.24,57.75,,,,,,,,,,,,
4187.22,56.96,3643.61,86.73,86.34,85.95,84.72,57.75,,,,,,,,,,,,
4189.24,54.31,3645.63,82.70,86.87,86.21,85.55,57.75,,,,,,,,,,,,
4191.25,58.06,3647.64,88.41,86.92,88.26,87.96,57.75,,,,,,,,,,,,
4193.26,57.47,3649.65,87.51,84.68,86.42,88.18,57.75,,,,,,,,,,,,
4195.27,58.35,3651.66,88.85,84.81,83.73,85.88,57.75,,,,,,,,,,,,
4197.28,54.45,3653.67,82.91,83.66,83.46,81.18,57.75,,,,,,,,,,,,
4199.29,52.17,3655.68,79.44,82.38,83.92,83.73,57.75,,,,,,,,,,,,
4201.3,57.81,3657.69,88.03,84.70,83.36,86.15,57.75,,,,,,,,,,,,
4203.31,55.35,3659.70,84.28,83.47,83.60,81.03,57.75,,,,,,,,,,,,
4205.32,51.08,3661.71,77.78,83.34,83.20,83.25,57.75,,,,,,,,,,,,
4207.34,58.27,3663.73,88.73,83.56,85.19,85.90,57.75,,,,,,,,,,,,
4209.33,54.56,3665.72,83.08,83.32,81.84,83.42,57.75,,,,,,,,,,,,
4211.32,55.01,3667.71,83.76,83.47,83.40,81.22,57.75,,,,,,,,,,,,
4213.31,51.67,3669.70,78.68,84.62,83.38,83.22,57.75,,,,,,,,,,,,
4215.31,57.63,3671.70,87.75,86.33,86.60,85.73,57.75,,,,,,,,,,,,
4217.3,54.97,3673.69,83.70,84.23,85.85,86.02,57.75,,,,,,,,,,,,
4219.29,58.01,3675.68,88.33,82.32,84.41,86.92,57.75,,,,,,,,,,,,
4221.28,56.16,3677.67,85.52,83.64,80.31,82.45,57.75,,,,,,,,,,,,
4223.27,52.13,3679.66,79.38,84.93,83.02,77.71,57.75,,,,,,,,,,,,
4225.26,49.94,3681.65,76.04,83.66,86.77,84.84,57.75,,,,,,,,,,,,
4227.25,61.49,3683.64,93.63,85.23,86.20,92.14,57.75,,,,,,,,,,,,
4229.24,59.53,3685.63,90.65,81.99,82.42,82.48,57.75,,,,,,,,,,,,
4231.23,48.81,3687.62,74.32,78.91,79.11,78.31,57.75,,,,,,,,,,,,
4233.22,54.05,3689.61,82.30,81.55,80.44,81.50,57.75,,,,,,,,,,,,
